Month_year,Consultation_Type,Case,Age_Sex,Count,Age_Group,Sex,Age_Group_Num
2023 - 8,2,37,30-34 Female,1.0,30-34,Female,30-34
2023 - 8,2,38,30-34 Female,1.0,30-34,Female,30-34
2023 - 8,3,42,30-34 Female,1.0,30-34,Female,30-34
2023 - 12,1,1,30-34 Female,4.0,30-34,Female,30-34
2023 - 12,1,6,30-34 Female,5.0,30-34,Female,30-34
2023 - 12,1,3,30-34 Female,2.0,30-34,Female,30-34
2023 - 12,1,4,30-34 Female,7.0,30-34,Female,30-34
2023 - 12,1,7,30-34 Female,2.0,30-34,Female,30-34
2023 - 12,1,10,30-34 Female,1.0,30-34,Female,30-34
2023 - 12,1,48,30-34 Female,1.0,30-34,Female,30-34
2023 - 12,1,8,30-34 Female,7.0,30-34,Female,30-34
2023 - 12,2,49,30-34 Female,2.0,30-34,Female,30-34
2023 - 12,2,12,30-34 Female,2.0,30-34,Female,30-34
2023 - 12,2,50,30-34 Female,1.0,30-34,Female,30-34
2023 - 12,2,14,30-34 Female,2.0,30-34,Female,30-34
2023 - 12,2,16,30-34 Female,1.0,30-34,Female,30-34
2023 - 7,1,1,30-34 Female,3.0,30-34,Female,30-34
2023 - 7,1,3,30-34 Female,2.0,30-34,Female,30-34
2023 - 7,1,4,30-34 Female,3.0,30-34,Female,30-34
2023 - 7,1,7,30-34 Female,2.0,30-34,Female,30-34
2023 - 7,1,8,30-34 Female,5.0,30-34,Female,30-34
2023 - 7,1,10,30-34 Female,2.0,30-34,Female,30-34
2023 - 7,1,5,30-34 Female,1.0,30-34,Female,30-34
2023 - 7,1,17,30-34 Female,1.0,30-34,Female,30-34
2023 - 7,2,11,30-34 Female,4.0,30-34,Female,30-34
2023 - 7,2,12,30-34 Female,3.0,30-34,Female,30-34
2023 - 7,2,15,30-34 Female,2.0,30-34,Female,30-34
2023 - 7,2,17,30-34 Female,1.0,30-34,Female,30-34
2023 - 6,1,1,30-34 Female,2.0,30-34,Female,30-34
2023 - 6,1,4,30-34 Female,10.0,30-34,Female,30-34
2023 - 6,1,9,30-34 Female,1.0,30-34,Female,30-34
2023 - 6,1,10,30-34 Female,3.0,30-34,Female,30-34
2023 - 6,1,5,30-34 Female,2.0,30-34,Female,30-34
2023 - 6,1,8,30-34 Female,7.0,30-34,Female,30-34
2023 - 6,2,12,30-34 Female,6.0,30-34,Female,30-34
2023 - 6,2,16,30-34 Female,1.0,30-34,Female,30-34
2023 - 6,2,15,30-34 Female,1.0,30-34,Female,30-34
2023 - 6,2,11,30-34 Female,1.0,30-34,Female,30-34
2023 - 6,3,78,30-34 Female,1.0,30-34,Female,30-34
2023 - 11,1,4,30-34 Female,7.0,30-34,Female,30-34
2023 - 11,1,83,30-34 Female,4.0,30-34,Female,30-34
2023 - 11,1,6,30-34 Female,1.0,30-34,Female,30-34
2023 - 11,1,7,30-34 Female,4.0,30-34,Female,30-34
2023 - 11,1,1,30-34 Female,5.0,30-34,Female,30-34
2023 - 11,1,5,30-34 Female,2.0,30-34,Female,30-34
2023 - 11,1,48,30-34 Female,2.0,30-34,Female,30-34
2023 - 11,1,3,30-34 Female,3.0,30-34,Female,30-34
2023 - 11,2,15,30-34 Female,1.0,30-34,Female,30-34
2023 - 11,2,11,30-34 Female,2.0,30-34,Female,30-34
2023 - 11,2,59,30-34 Female,1.0,30-34,Female,30-34
2023 - 11,2,36,30-34 Female,2.0,30-34,Female,30-34
2023 - 11,2,12,30-34 Female,3.0,30-34,Female,30-34
2023 - 10,1,1,30-34 Female,2.0,30-34,Female,30-34
2023 - 10,1,6,30-34 Female,6.0,30-34,Female,30-34
2023 - 10,1,3,30-34 Female,2.0,30-34,Female,30-34
2023 - 10,1,4,30-34 Female,7.0,30-34,Female,30-34
2023 - 10,1,7,30-34 Female,3.0,30-34,Female,30-34
2023 - 10,1,48,30-34 Female,4.0,30-34,Female,30-34
2023 - 10,1,10,30-34 Female,2.0,30-34,Female,30-34
2023 - 10,1,8,30-34 Female,5.0,30-34,Female,30-34
2023 - 10,2,49,30-34 Female,2.0,30-34,Female,30-34
2023 - 10,2,12,30-34 Female,6.0,30-34,Female,30-34
2023 - 10,2,11,30-34 Female,1.0,30-34,Female,30-34
2023 - 9,1,1,30-34 Female,3.0,30-34,Female,30-34
2023 - 9,1,3,30-34 Female,2.0,30-34,Female,30-34
2023 - 9,1,4,30-34 Female,3.0,30-34,Female,30-34
2023 - 9,1,7,30-34 Female,4.0,30-34,Female,30-34
2023 - 9,1,10,30-34 Female,4.0,30-34,Female,30-34
2023 - 9,1,8,30-34 Female,4.0,30-34,Female,30-34
2023 - 9,1,48,30-34 Female,1.0,30-34,Female,30-34
2023 - 9,1,84,30-34 Female,2.0,30-34,Female,30-34
2023 - 9,2,35,30-34 Female,0.0,30-34,Female,30-34
2023 - 9,2,12,30-34 Female,1.0,30-34,Female,30-34
2023 - 9,2,11,30-34 Female,2.0,30-34,Female,30-34
2023 - 9,2,17,30-34 Female,1.0,30-34,Female,30-34
2023 - 9,2,49,30-34 Female,0.0,30-34,Female,30-34
2023 - 9,2,95,30-34 Female,0.0,30-34,Female,30-34
2023 - 9,2,15,30-34 Female,0.0,30-34,Female,30-34
2023 - 9,2,16,30-34 Female,1.0,30-34,Female,30-34
2023 - 9,2,51,30-34 Female,0.0,30-34,Female,30-34
2023 - 9,2,14,30-34 Female,0.0,30-34,Female,30-34
2023 - 4,1,1,35-39 Male,3.0,35-39,Male,35-39
2023 - 4,1,2,35-39 Male,9.0,35-39,Male,35-39
2023 - 4,1,4,35-39 Male,3.0,35-39,Male,35-39
2023 - 4,1,5,35-39 Male,1.0,35-39,Male,35-39
2023 - 4,1,8,35-39 Male,1.0,35-39,Male,35-39
2023 - 4,1,10,35-39 Male,1.0,35-39,Male,35-39
2023 - 4,2,12,35-39 Male,2.0,35-39,Male,35-39
2023 - 4,2,17,35-39 Male,1.0,35-39,Male,35-39
2023 - 4,2,20,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,1,3,35-39 Male,2.0,35-39,Male,35-39
2023 - 8,1,4,35-39 Male,3.0,35-39,Male,35-39
2023 - 8,1,5,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,1,10,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,1,33,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,1,17,35-39 Male,3.0,35-39,Male,35-39
2023 - 8,2,34,35-39 Male,2.0,35-39,Male,35-39
2023 - 8,2,12,35-39 Male,2.0,35-39,Male,35-39
2023 - 8,2,17,35-39 Male,4.0,35-39,Male,35-39
2023 - 8,2,15,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,2,37,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,2,16,35-39 Male,1.0,35-39,Male,35-39
2023 - 8,3,22,35-39 Male,1.0,35-39,Male,35-39
2023 - 12,1,1,35-39 Male,2.0,35-39,Male,35-39
2023 - 12,1,3,35-39 Male,1.0,35-39,Male,35-39
2023 - 12,1,4,35-39 Male,1.0,35-39,Male,35-39
2023 - 12,1,7,35-39 Male,2.0,35-39,Male,35-39
2023 - 12,1,10,35-39 Male,2.0,35-39,Male,35-39
2023 - 12,1,17,35-39 Male,1.0,35-39,Male,35-39
2023 - 12,1,8,35-39 Male,2.0,35-39,Male,35-39
2023 - 12,2,17,35-39 Male,2.0,35-39,Male,35-39
2023 - 12,2,50,35-39 Male,2.0,35-39,Male,35-39
2023 - 7,1,1,35-39 Male,1.0,35-39,Male,35-39
2023 - 7,1,4,35-39 Male,1.0,35-39,Male,35-39
2023 - 7,1,7,35-39 Male,2.0,35-39,Male,35-39
2023 - 7,1,8,35-39 Male,1.0,35-39,Male,35-39
2023 - 7,1,17,35-39 Male,3.0,35-39,Male,35-39
2023 - 7,2,59,35-39 Male,1.0,35-39,Male,35-39
2023 - 7,2,17,35-39 Male,2.0,35-39,Male,35-39
2023 - 7,2,63,35-39 Male,1.0,35-39,Male,35-39
2023 - 6,1,4,35-39 Male,2.0,35-39,Male,35-39
2023 - 6,1,9,35-39 Male,1.0,35-39,Male,35-39
2023 - 6,1,7,35-39 Male,2.0,35-39,Male,35-39
2023 - 6,1,10,35-39 Male,2.0,35-39,Male,35-39
2023 - 6,1,5,35-39 Male,2.0,35-39,Male,35-39
2023 - 6,2,11,35-39 Male,1.0,35-39,Male,35-39
2023 - 6,2,14,35-39 Male,1.0,35-39,Male,35-39
2023 - 6,2,75,35-39 Male,1.0,35-39,Male,35-39
2023 - 11,1,4,35-39 Male,6.0,35-39,Male,35-39
2023 - 11,1,6,35-39 Male,1.0,35-39,Male,35-39
2023 - 11,1,7,35-39 Male,4.0,35-39,Male,35-39
2023 - 11,1,1,35-39 Male,1.0,35-39,Male,35-39
2023 - 11,1,5,35-39 Male,1.0,35-39,Male,35-39
2023 - 11,2,11,35-39 Male,1.0,35-39,Male,35-39
2023 - 11,2,36,35-39 Male,1.0,35-39,Male,35-39
2023 - 11,2,12,35-39 Male,1.0,35-39,Male,35-39
2023 - 10,1,6,35-39 Male,4.0,35-39,Male,35-39
2023 - 10,1,3,35-39 Male,1.0,35-39,Male,35-39
2023 - 10,1,4,35-39 Male,3.0,35-39,Male,35-39
2023 - 10,1,7,35-39 Male,2.0,35-39,Male,35-39
2023 - 10,1,10,35-39 Male,5.0,35-39,Male,35-39
2023 - 10,1,8,35-39 Male,2.0,35-39,Male,35-39
2023 - 10,2,15,35-39 Male,1.0,35-39,Male,35-39
2023 - 10,2,16,35-39 Male,1.0,35-39,Male,35-39
2023 - 9,1,1,35-39 Male,2.0,35-39,Male,35-39
2023 - 9,1,6,35-39 Male,1.0,35-39,Male,35-39
2023 - 9,1,7,35-39 Male,2.0,35-39,Male,35-39
2023 - 9,1,8,35-39 Male,2.0,35-39,Male,35-39
2023 - 9,1,5,35-39 Male,1.0,35-39,Male,35-39
2023 - 9,2,35,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,12,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,11,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,17,35-39 Male,3.0,35-39,Male,35-39
2023 - 9,2,49,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,95,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,15,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,16,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,51,35-39 Male,0.0,35-39,Male,35-39
2023 - 9,2,14,35-39 Male,0.0,35-39,Male,35-39
2023 - 4,1,2,35-39 Female,34.0,35-39,Female,35-39
2023 - 4,1,3,35-39 Female,1.0,35-39,Female,35-39
2023 - 4,1,4,35-39 Female,5.0,35-39,Female,35-39
2023 - 4,1,5,35-39 Female,2.0,35-39,Female,35-39
2023 - 4,1,6,35-39 Female,1.0,35-39,Female,35-39
2023 - 4,1,7,35-39 Female,2.0,35-39,Female,35-39
2023 - 4,1,8,35-39 Female,5.0,35-39,Female,35-39
2023 - 4,1,9,35-39 Female,2.0,35-39,Female,35-39
2023 - 4,1,10,35-39 Female,3.0,35-39,Female,35-39
2023 - 4,2,11,35-39 Female,2.0,35-39,Female,35-39
2023 - 4,2,12,35-39 Female,6.0,35-39,Female,35-39
2023 - 4,2,14,35-39 Female,1.0,35-39,Female,35-39
2023 - 4,2,15,35-39 Female,3.0,35-39,Female,35-39
2023 - 4,2,16,35-39 Female,1.0,35-39,Female,35-39
2023 - 4,2,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,1,4,35-39 Female,3.0,35-39,Female,35-39
2023 - 8,1,7,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,1,8,35-39 Female,4.0,35-39,Female,35-39
2023 - 8,1,5,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,1,10,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,1,33,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,2,34,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,2,12,35-39 Female,3.0,35-39,Female,35-39
2023 - 8,2,15,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,2,37,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,2,38,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,2,16,35-39 Female,1.0,35-39,Female,35-39
2023 - 8,2,39,35-39 Female,1.0,35-39,Female,35-39
2023 - 12,1,1,35-39 Female,1.0,35-39,Female,35-39
2023 - 12,1,6,35-39 Female,5.0,35-39,Female,35-39
2023 - 12,1,4,35-39 Female,4.0,35-39,Female,35-39
2023 - 12,1,7,35-39 Female,4.0,35-39,Female,35-39
2023 - 12,1,5,35-39 Female,1.0,35-39,Female,35-39
2023 - 12,1,10,35-39 Female,2.0,35-39,Female,35-39
2023 - 12,1,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 12,1,8,35-39 Female,3.0,35-39,Female,35-39
2023 - 12,2,12,35-39 Female,3.0,35-39,Female,35-39
2023 - 12,2,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 12,2,50,35-39 Female,2.0,35-39,Female,35-39
2023 - 12,2,14,35-39 Female,1.0,35-39,Female,35-39
2023 - 7,1,1,35-39 Female,3.0,35-39,Female,35-39
2023 - 7,1,7,35-39 Female,2.0,35-39,Female,35-39
2023 - 7,1,6,35-39 Female,1.0,35-39,Female,35-39
2023 - 7,1,8,35-39 Female,3.0,35-39,Female,35-39
2023 - 7,1,10,35-39 Female,2.0,35-39,Female,35-39
2023 - 7,1,5,35-39 Female,2.0,35-39,Female,35-39
2023 - 7,2,11,35-39 Female,2.0,35-39,Female,35-39
2023 - 7,2,12,35-39 Female,6.0,35-39,Female,35-39
2023 - 7,2,15,35-39 Female,1.0,35-39,Female,35-39
2023 - 7,2,62,35-39 Female,1.0,35-39,Female,35-39
2023 - 7,2,63,35-39 Female,1.0,35-39,Female,35-39
2023 - 6,1,1,35-39 Female,2.0,35-39,Female,35-39
2023 - 6,1,4,35-39 Female,4.0,35-39,Female,35-39
2023 - 6,1,9,35-39 Female,2.0,35-39,Female,35-39
2023 - 6,1,7,35-39 Female,2.0,35-39,Female,35-39
2023 - 6,1,10,35-39 Female,2.0,35-39,Female,35-39
2023 - 6,1,5,35-39 Female,1.0,35-39,Female,35-39
2023 - 6,1,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 6,1,8,35-39 Female,4.0,35-39,Female,35-39
2023 - 6,2,12,35-39 Female,8.0,35-39,Female,35-39
2023 - 6,2,16,35-39 Female,1.0,35-39,Female,35-39
2023 - 6,2,15,35-39 Female,3.0,35-39,Female,35-39
2023 - 6,2,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 6,2,14,35-39 Female,1.0,35-39,Female,35-39
2023 - 11,1,4,35-39 Female,4.0,35-39,Female,35-39
2023 - 11,1,6,35-39 Female,6.0,35-39,Female,35-39
2023 - 11,1,7,35-39 Female,1.0,35-39,Female,35-39
2023 - 11,1,1,35-39 Female,1.0,35-39,Female,35-39
2023 - 11,1,5,35-39 Female,1.0,35-39,Female,35-39
2023 - 11,1,48,35-39 Female,1.0,35-39,Female,35-39
2023 - 11,1,84,35-39 Female,3.0,35-39,Female,35-39
2023 - 11,2,59,35-39 Female,3.0,35-39,Female,35-39
2023 - 11,2,36,35-39 Female,2.0,35-39,Female,35-39
2023 - 11,2,12,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,1,1,35-39 Female,3.0,35-39,Female,35-39
2023 - 10,1,6,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,1,3,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,1,4,35-39 Female,3.0,35-39,Female,35-39
2023 - 10,1,7,35-39 Female,3.0,35-39,Female,35-39
2023 - 10,1,10,35-39 Female,7.0,35-39,Female,35-39
2023 - 10,1,8,35-39 Female,4.0,35-39,Female,35-39
2023 - 10,1,5,35-39 Female,2.0,35-39,Female,35-39
2023 - 10,1,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,2,12,35-39 Female,3.0,35-39,Female,35-39
2023 - 10,2,11,35-39 Female,2.0,35-39,Female,35-39
2023 - 10,2,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,2,15,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,2,16,35-39 Female,1.0,35-39,Female,35-39
2023 - 10,2,14,35-39 Female,1.0,35-39,Female,35-39
2023 - 9,1,1,35-39 Female,1.0,35-39,Female,35-39
2023 - 9,1,6,35-39 Female,1.0,35-39,Female,35-39
2023 - 9,1,3,35-39 Female,2.0,35-39,Female,35-39
2023 - 9,1,4,35-39 Female,3.0,35-39,Female,35-39
2023 - 9,1,10,35-39 Female,4.0,35-39,Female,35-39
2023 - 9,1,8,35-39 Female,7.0,35-39,Female,35-39
2023 - 9,1,48,35-39 Female,1.0,35-39,Female,35-39
2023 - 9,2,35,35-39 Female,0.0,35-39,Female,35-39
2023 - 9,2,12,35-39 Female,4.0,35-39,Female,35-39
2023 - 9,2,11,35-39 Female,2.0,35-39,Female,35-39
2023 - 9,2,17,35-39 Female,1.0,35-39,Female,35-39
2023 - 9,2,49,35-39 Female,0.0,35-39,Female,35-39
2023 - 9,2,95,35-39 Female,0.0,35-39,Female,35-39
2023 - 9,2,15,35-39 Female,2.0,35-39,Female,35-39
2023 - 9,2,16,35-39 Female,0.0,35-39,Female,35-39
2023 - 9,2,51,35-39 Female,0.0,35-39,Female,35-39
2023 - 9,2,14,35-39 Female,0.0,35-39,Female,35-39
2023 - 4,1,1,40-44 Male,1.0,40-44,Male,40-44
2023 - 4,1,2,40-44 Male,3.0,40-44,Male,40-44
2023 - 4,1,3,40-44 Male,1.0,40-44,Male,40-44
2023 - 4,1,4,40-44 Male,2.0,40-44,Male,40-44
2023 - 4,1,6,40-44 Male,2.0,40-44,Male,40-44
2023 - 4,1,7,40-44 Male,4.0,40-44,Male,40-44
2023 - 4,1,10,40-44 Male,2.0,40-44,Male,40-44
2023 - 4,2,12,40-44 Male,1.0,40-44,Male,40-44
2023 - 4,2,15,40-44 Male,2.0,40-44,Male,40-44
2023 - 4,2,17,40-44 Male,2.0,40-44,Male,40-44
2023 - 4,3,23,40-44 Male,1.0,40-44,Male,40-44
2023 - 8,1,1,40-44 Male,1.0,40-44,Male,40-44
2023 - 8,1,4,40-44 Male,2.0,40-44,Male,40-44
2023 - 8,1,8,40-44 Male,2.0,40-44,Male,40-44
2023 - 8,1,10,40-44 Male,1.0,40-44,Male,40-44
2023 - 8,1,17,40-44 Male,2.0,40-44,Male,40-44
2023 - 8,2,34,40-44 Male,1.0,40-44,Male,40-44
2023 - 8,2,17,40-44 Male,3.0,40-44,Male,40-44
2023 - 8,2,37,40-44 Male,1.0,40-44,Male,40-44
2023 - 8,2,39,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,1,1,40-44 Male,4.0,40-44,Male,40-44
2023 - 12,1,6,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,1,4,40-44 Male,3.0,40-44,Male,40-44
2023 - 12,1,7,40-44 Male,3.0,40-44,Male,40-44
2023 - 12,1,10,40-44 Male,5.0,40-44,Male,40-44
2023 - 12,1,17,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,1,48,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,1,8,40-44 Male,5.0,40-44,Male,40-44
2023 - 12,2,49,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,2,12,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,2,17,40-44 Male,1.0,40-44,Male,40-44
2023 - 12,2,50,40-44 Male,2.0,40-44,Male,40-44
2023 - 12,3,23,40-44 Male,1.0,40-44,Male,40-44
2023 - 7,1,1,40-44 Male,3.0,40-44,Male,40-44
2023 - 7,1,3,40-44 Male,1.0,40-44,Male,40-44
2023 - 7,1,4,40-44 Male,2.0,40-44,Male,40-44
2023 - 7,1,7,40-44 Male,2.0,40-44,Male,40-44
2023 - 7,1,8,40-44 Male,3.0,40-44,Male,40-44
2023 - 7,1,10,40-44 Male,1.0,40-44,Male,40-44
2023 - 7,1,5,40-44 Male,1.0,40-44,Male,40-44
2023 - 7,2,59,40-44 Male,2.0,40-44,Male,40-44
2023 - 7,2,11,40-44 Male,3.0,40-44,Male,40-44
2023 - 7,2,12,40-44 Male,2.0,40-44,Male,40-44
2023 - 7,3,64,40-44 Male,1.0,40-44,Male,40-44
2023 - 6,1,1,40-44 Male,4.0,40-44,Male,40-44
2023 - 6,1,4,40-44 Male,5.0,40-44,Male,40-44
2023 - 6,1,9,40-44 Male,1.0,40-44,Male,40-44
2023 - 6,1,3,40-44 Male,1.0,40-44,Male,40-44
2023 - 6,1,7,40-44 Male,5.0,40-44,Male,40-44
2023 - 6,1,10,40-44 Male,3.0,40-44,Male,40-44
2023 - 6,1,17,40-44 Male,1.0,40-44,Male,40-44
2023 - 6,2,12,40-44 Male,1.0,40-44,Male,40-44
2023 - 6,2,11,40-44 Male,1.0,40-44,Male,40-44
2023 - 6,2,36,40-44 Male,2.0,40-44,Male,40-44
2023 - 11,1,4,40-44 Male,1.0,40-44,Male,40-44
2023 - 11,1,83,40-44 Male,1.0,40-44,Male,40-44
2023 - 11,1,6,40-44 Male,2.0,40-44,Male,40-44
2023 - 11,1,7,40-44 Male,3.0,40-44,Male,40-44
2023 - 11,1,1,40-44 Male,3.0,40-44,Male,40-44
2023 - 11,1,48,40-44 Male,1.0,40-44,Male,40-44
2023 - 11,1,3,40-44 Male,1.0,40-44,Male,40-44
2023 - 11,2,11,40-44 Male,1.0,40-44,Male,40-44
2023 - 11,2,59,40-44 Male,1.0,40-44,Male,40-44
2023 - 11,2,14,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,1,1,40-44 Male,2.0,40-44,Male,40-44
2023 - 10,1,6,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,1,3,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,1,4,40-44 Male,3.0,40-44,Male,40-44
2023 - 10,1,7,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,1,48,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,1,10,40-44 Male,2.0,40-44,Male,40-44
2023 - 10,1,8,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,1,17,40-44 Male,2.0,40-44,Male,40-44
2023 - 10,2,49,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,2,11,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,2,15,40-44 Male,1.0,40-44,Male,40-44
2023 - 10,3,23,40-44 Male,1.0,40-44,Male,40-44
2023 - 9,1,1,40-44 Male,2.0,40-44,Male,40-44
2023 - 9,1,6,40-44 Male,1.0,40-44,Male,40-44
2023 - 9,1,3,40-44 Male,2.0,40-44,Male,40-44
2023 - 9,1,7,40-44 Male,3.0,40-44,Male,40-44
2023 - 9,1,10,40-44 Male,3.0,40-44,Male,40-44
2023 - 9,1,8,40-44 Male,3.0,40-44,Male,40-44
2023 - 9,1,84,40-44 Male,3.0,40-44,Male,40-44
2023 - 9,1,5,40-44 Male,1.0,40-44,Male,40-44
2023 - 9,2,35,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,2,12,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,2,11,40-44 Male,2.0,40-44,Male,40-44
2023 - 9,2,17,40-44 Male,2.0,40-44,Male,40-44
2023 - 9,2,49,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,2,95,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,2,15,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,2,16,40-44 Male,1.0,40-44,Male,40-44
2023 - 9,2,51,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,2,14,40-44 Male,0.0,40-44,Male,40-44
2023 - 9,3,52,40-44 Male,1.0,40-44,Male,40-44
2023 - 4,1,2,40-44 Female,32.0,40-44,Female,40-44
2023 - 4,1,4,40-44 Female,1.0,40-44,Female,40-44
2023 - 4,1,7,40-44 Female,2.0,40-44,Female,40-44
2023 - 4,1,8,40-44 Female,5.0,40-44,Female,40-44
2023 - 4,1,10,40-44 Female,2.0,40-44,Female,40-44
2023 - 4,2,11,40-44 Female,1.0,40-44,Female,40-44
2023 - 4,2,12,40-44 Female,2.0,40-44,Female,40-44
2023 - 4,2,14,40-44 Female,1.0,40-44,Female,40-44
2023 - 4,2,15,40-44 Female,2.0,40-44,Female,40-44
2023 - 8,1,1,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,1,3,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,1,9,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,1,4,40-44 Female,2.0,40-44,Female,40-44
2023 - 8,1,7,40-44 Female,5.0,40-44,Female,40-44
2023 - 8,1,8,40-44 Female,5.0,40-44,Female,40-44
2023 - 8,1,10,40-44 Female,5.0,40-44,Female,40-44
2023 - 8,1,33,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,2,12,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,2,15,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,2,37,40-44 Female,2.0,40-44,Female,40-44
2023 - 8,2,38,40-44 Female,2.0,40-44,Female,40-44
2023 - 8,2,39,40-44 Female,1.0,40-44,Female,40-44
2023 - 8,3,21,40-44 Female,1.0,40-44,Female,40-44
2023 - 12,1,1,40-44 Female,2.0,40-44,Female,40-44
2023 - 12,1,6,40-44 Female,2.0,40-44,Female,40-44
2023 - 12,1,3,40-44 Female,1.0,40-44,Female,40-44
2023 - 12,1,4,40-44 Female,4.0,40-44,Female,40-44
2023 - 12,1,5,40-44 Female,1.0,40-44,Female,40-44
2023 - 12,1,10,40-44 Female,3.0,40-44,Female,40-44
2023 - 12,1,8,40-44 Female,2.0,40-44,Female,40-44
2023 - 12,2,11,40-44 Female,1.0,40-44,Female,40-44
2023 - 12,2,12,40-44 Female,5.0,40-44,Female,40-44
2023 - 12,2,50,40-44 Female,1.0,40-44,Female,40-44
2023 - 12,2,16,40-44 Female,1.0,40-44,Female,40-44
2023 - 7,1,1,40-44 Female,1.0,40-44,Female,40-44
2023 - 7,1,3,40-44 Female,2.0,40-44,Female,40-44
2023 - 7,1,4,40-44 Female,3.0,40-44,Female,40-44
2023 - 7,1,7,40-44 Female,3.0,40-44,Female,40-44
2023 - 7,1,6,40-44 Female,2.0,40-44,Female,40-44
2023 - 7,1,8,40-44 Female,2.0,40-44,Female,40-44
2023 - 7,1,10,40-44 Female,5.0,40-44,Female,40-44
2023 - 7,1,17,40-44 Female,1.0,40-44,Female,40-44
2023 - 7,2,59,40-44 Female,7.0,40-44,Female,40-44
2023 - 7,2,11,40-44 Female,2.0,40-44,Female,40-44
2023 - 7,2,12,40-44 Female,6.0,40-44,Female,40-44
2023 - 7,2,60,40-44 Female,2.0,40-44,Female,40-44
2023 - 7,2,61,40-44 Female,1.0,40-44,Female,40-44
2023 - 7,2,62,40-44 Female,2.0,40-44,Female,40-44
2023 - 6,1,4,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,1,3,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,1,7,40-44 Female,2.0,40-44,Female,40-44
2023 - 6,1,73,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,1,10,40-44 Female,4.0,40-44,Female,40-44
2023 - 6,1,5,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,1,8,40-44 Female,2.0,40-44,Female,40-44
2023 - 6,2,12,40-44 Female,6.0,40-44,Female,40-44
2023 - 6,2,16,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,2,36,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,2,14,40-44 Female,1.0,40-44,Female,40-44
2023 - 6,2,75,40-44 Female,1.0,40-44,Female,40-44
2023 - 11,1,4,40-44 Female,4.0,40-44,Female,40-44
